country,publisher,dataset_name,contents,voltage_floor_kv,voltage_detail,format,access_method,download_url,download_size,licence_name,licence_verbatim,licence_odbl_mixable,last_updated,fetch_verified,assessment,notes
Greece,"RAAEY / RAE — Ρυθμιστική Αρχή Αποβλήτων, Ενέργειας και Υδάτων (energy regulator), geo.rae.gr GeoServer","RAE/RAAEY Γεωπληροφοριακός Χάρτης — GeoServer WFS/WMS (workspaces rae_status, rae_epo, rae_apovlita)","Verified layer inventory is renewables and waste only: wind stations and turbines, solar/thermal-solar, geothermal, small hydro, storage, RES licensing status and exemptions, waste-management bodies, administrative boundaries. NO transmission lines, interconnections, substations or distribution network layers.",,n/a — no grid layers present,WFS 2.0.0 and WMS 1.3.0 (GeoServer),wfs_wms,https://geo.rae.gr/geoserver/wfs?request=GetCapabilities,,"No stated licence, but the service declares Fees NONE and AccessConstraints NONE",Fees: NONE / AccessConstraints: NONE,unclear,,True,unusable,"This is the lead most likely to be mistaken for a Greek grid source, so it is worth killing precisely. Three fetches: WFS 2.0.0 GetCapabilities twice (second time enumerating ~60 FeatureType names verbatim to check for GRAM/LINE/DIKTY/YPOSTATH/ADMIE/DEDDIE/METAFOR patterns) and WMS 1.3.0 GetCapabilities. Provider given as ""Regularity Authority of Energy"". Zero grid layers in either. The open Fees/AccessConstraints and a live GeoServer make it attractive, but the content is RES generation, not network. data.gov.gr's service record for it (https://data.gov.gr/data-service/geomap-raaey) is robots-blocked."
Greece,"geodata.gov.gr — national open geodata catalogue / INSPIRE SDI, run by IMIS/Athena RC",geodata.gov.gr catalogue (CKAN) — searched for electricity network datasets,"Could not be searched. The catalogue is the most likely Greek home for a legacy DEI/ADMIE transmission-network layer, but no dataset was confirmed to exist.",,unknown,unknown (CKAN resources; the platform also runs GeoServer),portal_robots_blocked,,,unknown — the About page carries no data licence statement,,unclear,,False,unusable,"Four attempts, all robots-blocked with robots.txt itself unreachable (ConnectTimeout / parse failure): https://geodata.gov.gr/api/3/action/package_search (https and http variants) and http://geodata.gov.gr/geoserver/wfs?request=GetCapabilities. Oddly, http://geodata.gov.gr/content/about-en/ DID fetch — which confirms the host is reachable and only the robots check is failing intermittently, so a retry from a client that tolerates a missing robots.txt would probably work. Per rule 3 I looked for mirrors: data.europa.eu (which harvests geodata.gov.gr) is robots-blocked, and inspire-geoportal.ec.europa.eu now 302-redirects to data.europa.eu. This is the single highest-value unresolved gap in my region — someone with unblocked access should run the CKAN query for ηλεκτρ / δίκτυο μεταφοράς before concluding Greece has nothing. Also checked and found nothing: HEDNO/ΔΕΔΔΗΕ (the DSO) publishes no open network geometry — its GIS is an internal implementation project (https://www.deddie.gr/en/digital-projects/geographic-information-system-gis-installation/)."
Czechia,Český úřad zeměměřický a katastrální / Zeměměřický úřad (ČÚZK / ZÚ),"ZABAGED® – Polohopis (Základní báze geografických dat ČR), feature types ft_at030 ELEKTRICKÉ VEDENÍ and ft_ad030 ROZVODNA, TRANSFORMOVNA","National 1:10,000 topographic base. Electricity line axis as line geometry (ft_at030) with attributes NAZEV (line designation), NAPETI ('nejvyšší napětí v kV' = highest voltage in kV, VARCHAR2(11)), FID_ZBG. Separate substation feature type ft_ad030 ROZVODNA, TRANSFORMOVNA in the same category 3 'Rozvodné sítě a produktovody'. Stated positional precision 1.5 m; capture threshold 'bez omezení' (no size limit).",,"No stated voltage floor — capture threshold is 'bez omezení'. NAPETI carries the highest voltage in kV per line as free text, so a numeric ≥50 kV filter is possible after parsing. In practice ZABAGED captures VVN/VN overhead lines; LV distribution is not systematically captured.",FGDB (whole-country ZIP); also WFS and ATOM services,direct_file,https://openzu.cuzk.gov.cz/opendata/ZABAGED-FGDB/epsg-5514/ZABAGED-5514-fgdb-20260818.zip,"3,996,203,142 bytes (~3.7 GB) for EPSG:5514; ~3.8 GB for the EPSG:3045 twin at https://openzu.cuzk.gov.cz/opendata/ZABAGED-FGDB/epsg-3045/ZABAGED-3045-fgdb-20260818.zip",Creative Commons CC BY 4.0,"ČÚZK open data page: ""Creative Commons CC BY 4.0"", legal code at https://creativecommons.org/licenses/by/4.0/legalcode.cs. ZABAGED has been published as open data since 1.7.2023. The ATOM service record additionally points to 'Zásady užívání dat a služeb ZÚ' (https://geoportal.cuzk.gov.cz/Dokumenty/Podminky.pdf) and states the service is 'veřejně dostupná, bezúplatná'.",yes,2026-08-18,True,supersedes_osm,"Strongest single source in the region. Verified chain this session: ČÚZK open-data page (CC BY 4.0, ZABAGED open since 1.7.2023) → ATOM service metadata → dataset feed CZ-00025712-CUZK_ZABAGED-FGDB_1.xml, from which the concrete dated ZIP href above was copied verbatim. Object catalogue pages for ft_at030 and ft_ad030 fetched separately and confirm line geometry + kV attribute + a distinct substation feature type. 1.5 m positional precision beats OSM materially. Two caveats for fusion: (1) the dated filename rotates — re-read the dataset feed rather than hardcoding; (2) NAPETI is a VARCHAR, so expect dirty values and multi-circuit strings. ZABAGED also carries pylons/towers, which are out of scope here."
Estonia,"Maa- ja Ruumiamet (Estonian Land and Spatial Development Board, formerly Maa-amet)",Eesti topograafia andmekogu (ETAK) — layer E_601_elektriliin_j / etak:e_601_elektriliin_j,"National topographic database. Line layer described verbatim as 'Elektriliin alates 1 kV' (electricity transmission line starting from 1 kV), 16,262 objects, sitting in the 'tehnovõrgud' (utility networks) thematic dataset. Available as a 2.8 MB thematic SHP/TAB extract, inside the full-country SHP/GPKG, or live via GeoServer WFS 2.0.0.",1.0,"Layer description is explicit: 'Elektriliin alates 1 kV' — capture starts at 1 kV, well below the 50 kV floor. However I could NOT confirm a per-feature voltage attribute on the layer: the Maainfo layer-catalogue page gives the 1 kV threshold and object count but no field list. Filtering to ≥50 kV may require a WFS DescribeFeatureType check first.","ESRI Shapefile, MapInfo TAB, GPKG, FGDB, DGN, DWG; plus WFS 2.0.0 (GML, GeoJSON, SHAPE-ZIP, GPKG among 30+ output formats)",direct_file,https://geoportaal.maaamet.ee/index.php?lang_id=1&plugin_act=otsing&andmetyyp=ETAK&dl=1&f=ETAK_Eesti_SHP_tehnovorgud.zip&page_id=609,"2.8 MB (tehnovõrgud thematic SHP). Full-country alternatives on the same page: ETAK_EESTI_SHP.zip 1.2 GB, ETAK_EESTI_GPKG.zip 1.3 GB",Republic of Estonia Land and Spatial Development Board open data licence (effective 01.01.2025),"Licence permits the licensee to ""use the data for commercial or non-commercial purposes"", to ""produce derivatives of data, adapt and combine data with its own (or other) data"" and to ""redistribute data"". Attribution required: licensor name, data title, and data age/extraction date, e.g. ""Base Map: Republic of Estonia Land and Spatial Development Board 2025""; onward distribution must ""attach the agreement or the reference (https://geoportaal.maaruum.ee/opendata-licence)"". WFS GetCapabilities reports Fees and AccessConstraints both as ""puudub"" (none).",yes,Rebuilt weekly — 'Andmed uuenevad automaatselt igal nädalavahetusel' (data updates automatically every weekend),True,supersedes_osm,"Cleanest licence position in the region — an explicit commercial-use-plus-derivatives-plus-redistribution attribution licence, fetched and read in full this session. Two access routes both verified: the direct file URL above (copied verbatim from the Estonian-language ETAK download page) and the GeoServer WFS at https://gsavalik.envir.ee/geoserver/etak/wfs?service=WFS&request=GetCapabilities, whose capabilities I fetched and which exposes feature type etak:e_601_elektriliin_j titled 'Elektriliin j' with SHAPE-ZIP/GPKG/GeoJSON output. Gaps: no ETAK substation layer confirmed (searched; nothing found for alajaam/elektrijaam), and no confirmed per-feature kV attribute. Elering (TSO) publishes no separate downloadable geometry that I could find."
Slovenia,"Ministrstvo za naravne vire in prostor, Geodetska uprava Republike Slovenije (GURS)","Zbirni kataster gospodarske javne infrastrukture (ZKGJI) — INSPIRE Elektroenergetsko omrežje, feature type us-net-el:ElectricityCable","National collective cadastre of public utility infrastructure, populated by the infrastructure operators themselves ('upravljavci objektov gospodarske javne infrastrukture redno posredujejo'). Recorded attributes per e-prostor: 'vrsti in tipu objekta, geolokaciji, identifikacijski podatki objekta in podatki o upravljavcu objekta'. The electricity theme is served as INSPIRE Utility Networks: WFS 2.0.0 feature type us-net-el:ElectricityCable, title 'Electricity Cable', bbox 13.294/45.380 to 16.666/46.895 (full national extent).",,"UNKNOWN — not verified. GetCapabilities confirms the feature type but my GetFeature probe was refused by robots.txt on the same host, so I could not read the attribute list, count features, or confirm whether a voltage field exists. ZKGJI's documented attribute set (type of object + operator) suggests voltage may be carried only implicitly via object type / operator identity. Verify with DescribeFeatureType before assuming a 50 kV filter is possible.",WFS 2.0.0 with GML 3.2/GML2/KML/SHAPE-ZIP/GeoJSON/JSON/CSV output; plus INSPIRE ATOM predefined-dataset feed and the JGP bulk-download application,wfs_wms,https://ipi.eprostor.gov.si/wfs-si-gurs-ins/us-net-el/wfs?service=WFS&request=GetCapabilities,,Priznanje avtorstva (CC BY 4.0),"podatki.gov.si record: ""Podatki so dostopni pod Creative Commons - Attribution 4.0 International (CC BY 4.0) licenco"" (https://creativecommons.org/licenses/by/4.0). WFS GetCapabilities reports AccessConstraints: ""None"". e-prostor describes the JGP route as 'brezplačni podatki' (free data). Note the divergence flagged below.",yes,2026-06-02 (podatki.gov.si dataset record),True,supersedes_osm,"Authoritative operator-fed national utility cadastre, downloadable, open licence — meets the bar. Verified this session: the national portal record on podatki.gov.si (publisher GURS, CC BY 4.0, 33 resources incl. the electricity WFS and ATOM), the WFS GetCapabilities (feature type, SHAPE-ZIP output, AccessConstraints None), the ATOM service feed (dataset id SI.GURS.KGI 3818bc44-391c-43e4-93da-67f7256ab22d), and the e-prostor ZKGJI page ('brezplačni podatki'). LICENCE DIVERGENCE TO RESOLVE BEFORE PUBLISHING: podatki.gov.si says CC BY 4.0, but the ATOM feed instead points at GURS 'General terms and conditions for the use of geodetic data' and the WFS Fees field points at General_terms_and_conditions_for_the_use_of_geodetic_data_dec2017.pdf. I did not read that PDF. Treat CC BY 4.0 as the operative statement (it is the publisher's own declaration on the national portal) but confirm before ODbL mixing. Other verified endpoints: ATOM https://eprostor.gov.si/ods/atom?type=feed&content=service&id=11, JGP https://ipi.eprostor.gov.si/jgp/, mirror WFS https://storitve.igea.si/ows-ins-wfs/us-net-el/ows. Beware: 'ElectricityCable' is the INSPIRE class name and covers overhead lines as well as cables."
Poland,Główny Urząd Geodezji i Kartografii (GUGiK),Baza Danych Obiektów Topograficznych BDOT10k — object class SULN (linia napowietrzna: linia elektroenergetyczna),"National 1:10,000 topographic object database. Overhead electricity line classes, quoted verbatim from the BDOT10k class list: 'SULN01 linia elektroenergetyczna najwyższego napięcia', 'SULN02 linia elektroenergetyczna wysokiego napięcia', 'SULN03 linia elektroenergetyczna średniego napięcia', 'SULN04 linia elektroenergetyczna niskiego napięcia'. Distributed as whole-country per-class files.",0.0,"Four categorical bands only (najwyższego / wysokiego / średniego / niskiego napięcia = EHV / HV / MV / LV). Coverage therefore extends well below the 50 kV floor, but I found NO evidence of a numeric kV attribute — the class-list document 'does not indicate whether specific voltage values (measured in volts) are recorded within each category'. Mapping to a kV floor means treating SULN01+SULN02 as the ≥110 kV set, which is a band assumption, not a read value.",GeoParquet (also GPKG; GML in the older schema); whole-country per-class files plus a ZIP of all classes,direct_file,https://opendata.geoportal.gov.pl/bdot10k/schemat2021/GeoParquet/OT_SULN_L.parquet,"Not stated. Scale reference from GUGiK: the buildings class OT_BUBD_A is '8,34 GB w formacie GPKG, w formacie GeoParquet jest to odpowiednio 1,84 GB'; SULN will be far smaller.","Statutory free reuse of Polish geodetic data (art. 40a ust. 2 pkt 1, ustawa Prawo geodezyjne i kartograficzne) — no named CC licence","geoportal.gov.pl / GUGiK: data are available ""bezpłatnie do powszechnego wykorzystania"" and can be ""bezpłatnie pobrać do powszechnego wykorzystania"" (free of charge for general use). No CC licence identifier is asserted on the pages I fetched; the CC BY-SA 4.0 / CC BY-NC-ND 4.0 notices in the gov.pl footer apply to the website's own text and audiovisual material, not to the geodetic data.",yes,unknown — no dataset-level date on the pages fetched; BDOT10k is maintained continuously by voivodeship geodetic offices,True,supersedes_osm,"URL PROVENANCE, read this before using: the GeoParquet directory pattern was copied verbatim from the fetched GUGiK page (worked example given there: https://opendata.geoportal.gov.pl/bdot10k/schemat2021/GeoParquet/OT_ADJA_A.parquet), and the class code SULN came from a fetched BDOT10k class-list PDF. I then assembled OT_SULN_L.parquet and fetched it — it returned binary file content, not a 404, so the object exists. That is one step weaker than a URL lifted whole from a listing page; confirm the geometry suffix (_L) if you get an unexpected schema. Interactive discovery route is geoportal.gov.pl → 'Dane do pobrania → Topografia → Baza Danych Obiektów Topograficznych'. LICENCE CAVEAT: statutory free reuse rather than a named attribution licence — legally permissive and used in OSM Poland under GUGiK permission, but a lawyer, not this survey, should sign off ODbL mixing. Gaps: no numeric kV, no line names, and no substation geometry in this class (see the PSE entry for substations). dane.gov.pl carries no national electricity-network geometry — I ran the API and got only regulator lists and permit registers."
Poland,"Polskie Sieci Elektroenergetyczne S.A. (PSE), served through GUGiK's mapy.geoportal.gov.pl",PSE transmission network WMS — layers 'linie' and 'stacje',"The TSO's own transmission network as a WMS. Two layers, quoted exactly: 'linie' = 'Linie najwyższego napięcia' (highest-voltage lines) and 'stacje' = 'Stacje elektroenergetyczne' (substations). Raster rendering only — no feature export.",,Service title text says only 'najwyższego napięcia' generically; no kV values are named anywhere in the capabilities document. In Polish TSO practice this means 400/220 kV plus PSE-owned 110 kV.,WMS (raster tiles / GetMap only; no WFS advertised),wfs_wms,https://mapy.geoportal.gov.pl/wss/ext/PSE?SERVICE=WMS&REQUEST=GetCapabilities,,Not stated. Capabilities declares Fees: 'no conditions apply'; AccessConstraints: 'otherRestrictions',"WMS capabilities, service title ""Polskie Sieci Elektroenergetyczne S.A.""; Fees: ""no conditions apply""; AccessConstraints: ""otherRestrictions"". 'otherRestrictions' with no accompanying statement is the ISO code for 'restrictions exist but are documented elsewhere' — i.e. genuinely unresolved, not permissive.",unclear,unknown,True,metadata_only,"GetCapabilities fetched and read this session; layer names above are verbatim. Value here is as a visual QA overlay for the OSM 220/400 kV skeleton and, uniquely for Poland, as the authoritative substation reference — BDOT10k SULN gives lines but no substations. It cannot be fused: WMS is raster, there is no WFS, and AccessConstraints is unresolved. Do not represent this as a downloadable dataset."
Croatia,"Hrvatski operator prijenosnog sustava d.o.o. (HOPS), registered in NIPP (Croatian SDI registry)","Digitalna karta visokonaponskih objekata i postrojenja HOPS-a (nazivnog napona 110, 220 i 400 kV)","The TSO's compiled digital map of high-voltage facilities and installations at 110, 220 and 400 kV nominal voltage, assembled from field surveys and technical documentation, covering the whole Republic of Croatia. Registered WFS and WMS endpoints exist.",110.0,"Voltage scope is stated in the dataset title itself: 110, 220 and 400 kV nominal. Nothing below 110 kV; no HOPS-published sub-transmission layer found.",DWG (per the NIPP registry record); WFS and WMS endpoints registered,api_key_or_registration,,,None. Fee-based access on request under the HOPS non-standard services price list,"NIPP registry, access and use conditions: ""Na upit sa naknadom, temeljem cjenika nestadardnih usluga Hrvatskog operatora prijenosnog sustava d.o.o."" (on request, for a fee, per HOPS's non-standard services price list). No licence is specified in the record.",no,unknown — NIPP record shows only the registry inclusion date of 9 June 2015,True,metadata_only,"I fetched the NIPP registry print record and read the endpoints and the fee condition with my own eyes: WFS https://nipp.hops.hr/ws/nipp/wfs?request=GetCapabilities and WMS https://nipp.hops.hr/ws/nipp/wms?request=GetCapabilities. I could NOT fetch the WFS itself — robots.txt returned 503 — so I cannot confirm the endpoint is publicly reachable or what feature types it serves. Even if reachable, the licence gate fails: fee-based on request, no open licence, so it is not ODbL-mixable and cannot enter the fused dataset. Mirror search was negative: two CKAN queries against data.gov.hr returned zero national electricity-network datasets (only municipal spatial-plan PDFs with 'Elektro SN/NN' sheets), and the DGU open-data page lists no topographic vector product containing transmission lines. Croatia stays OSM-only in practice."
Slovakia,"Geodetický a kartografický ústav Bratislava / Úrad geodézie, kartografie a katastra SR (GKÚ / ÚGKK SR)",ZBGIS (Základná báza údajov pre geografický informačný systém) — elektrické vedenie within the antropogénne prvky theme,"National topographic database whose object catalogue (KTO) includes electricity lines under 'antropogénne prvky'. However the published open bulk downloads cover only administrative and territorial division, geographic nomenclature, a small ZBGIS sample ('Vzorka údajov ZBGIS'), raster maps, orthophoto and elevation models. No electricity vector layer is offered for download.",,"unknown — no published voltage scope for the electricity objects, because the layer is not distributed.","Distributed formats for the open subset: GPKG, ESRI FGDB, SHP, CSV, TIFF. Electricity objects: WMS rendering only.",viewer_only_no_download,,,"CC-BY 4.0 (applies to the published ZBGIS open datasets and WFS services, not to an electricity product that is not published)","skgeodesy.sk ZBGIS download page states ""CC-BY 4.0"" with reference to https://creativecommons.org/licenses/by/4.0/deed.sk; the gku.sk services page states all WMS/WFS services operate under ""CC BY 4.0"". Marked unclear because the licence is verified for the open subset only — no electricity dataset exists to which it could attach.",unclear,unknown for the electricity objects; the open vector subset shows dates of 25 January 2024 (territorial division) and 20 July 2023 (geographic names),True,metadata_only,"Negative result, verified rather than assumed. I fetched the GKÚ ZBGIS download page (full inventory of what is actually offered — 'No electrical line layers identified') and the GKÚ WMS/WFS services page, which lists twelve WMS endpoints (including https://zbgisws.skgeodesy.sk/zbgis_antropogenne_prvky_wms_featureinfo/service.svc/get, where power lines would sit) but only two WFS download services, for administrative boundaries and geographic names. I attempted the antropogénne prvky GetCapabilities and the ArcGIS REST MapServer at https://zbgis.skgeodesy.sk/zbgis/rest/services/ZBGIS/MapServer; both were refused because robots.txt fetches timed out, and www.geoportal.sk additionally presents a mismatched TLS certificate. So: an electricity layer very likely exists behind that ArcGIS/WMS stack and may be queryable, but I could not verify it and will not claim it. Slovakia stays OSM-only unless someone reaches GKÚ for a vector order. SEPS (TSO) publishes no downloadable geometry I could find. Note in passing: the ZBGIS 2nd airborne-laser-scanning cycle carries optional 'Wire' and 'Tower' point-cloud classifications — out of scope per instructions, and not available as standalone vector."
Hungary,Lechner Tudásközpont Nonprofit Kft. (Lechner Knowledge Centre),E-közmű / E-Utility System (national public utility register),"National utility register federating roughly 900 network operators across electricity, gas, district heating, water, drainage and telecoms. It does not hold data centrally: it proxies WMS and WFS to each operator's own database and renders over an OSM-based interface plus land-registry and orthophoto basemaps. Vector data with attributes is downloadable 'within planning software' for designers and architects.",,unknown — no published voltage scope; content depends on each of the ~900 contributing operators.,Federated WMS / WFS; vector export into planning software for authorised professional roles,api_key_or_registration,,,Not stated,"Lechner page on users: ""The users of the system are public utility providers, specialized designers, planners, architects, residents, supervisory authorities, and Lechner Non-profit Ltd. as system operator."" On download: ""The system makes public utility network vector data with attributes within planning software downloadable for planners and architects."" No fee or licence terms appear anywhere on the page.",unclear,unknown,True,metadata_only,"Fetched the Lechner E-Utility System page this session. This is the right national asset in principle — federated, operator-maintained, includes electricity — but it is role-gated to registered utility providers and accredited designers/planners, exports into planning software rather than as open files, and states no licence. No public download offer, so download_url is null. Treat as a route to pursue commercially through Lechner or a Hungarian design partner, not as a data source for the fused dataset. MAVIR (TSO) publishes system data as reports, not geometry; my searches surfaced no MAVIR shapefile or service."
Latvia,Latvijas Ģeotelpiskās informācijas aģentūra (LGIA),"Topogrāfiskā karte mērogā 1:50 000, 2. izdevums — vector edition","National 1:50,000 topographic map. LGIA states the layers cover all main terrain objects including, quoted verbatim, 'transporta tīkli (augstsprieguma elektropārvades līnijas, naftas un gāzes vadi)' — transport networks including high-voltage power transmission lines and oil/gas pipelines. Offered in ESRI Personal Geodatabase, File Geodatabase and Shapefile, plus raster TIFF/JPG.",,"Only the qualitative term 'augstsprieguma' (high voltage) is used. No kV threshold and no voltage attribute documented on the pages fetched. At 1:50,000 generalisation expect 110 kV and above at best.",ESRI PGDB / FGDB / Shapefile (vector); TIFF / JPG (raster),api_key_or_registration,,,"LGIA open data are CC BY 4.0, but the Topo50 vector product is not confirmed to be within that open set","LGIA open data page states the licence as ""Creative Commons Attribution 4.0 International Public License"", data ""freely used, modified and redistributed"". BUT that page's dataset inventory lists only orthophoto, digital height model, raster maps (1:250k, 1:50k, satellite), INSPIRE themes (land cover, contours, hydrography, orthophoto, geonames, grid), place names and the geodetic network database — the topographic VECTOR product is absent from it. Hence 'unclear'.",unclear,unknown,True,metadata_only,"Honest split verdict, both halves fetched this session. Confirmed: the product exists in vector form and does contain HV transmission lines (LGIA node/863). Not confirmed: that it is free or openly licensed. The only concrete URLs on that page point at the LGIA open-data S3 bucket for the specification and the sheet-division files — 's3.storage.pub.lvdc.gov.lv/lgia-opendata/citi/1_50000_v2/Karsu lapu dalijums TOPO50_DGN.zip' — i.e. metadata about the product, not the data. I tried to list the bucket root and got HTTP 403; latvija.gov.lv service 8514 (the ordering catalogue entry) rendered no substantive content. Mirror search per instruction was negative: data.gov.lv CKAN returned count 0 for 'elektro' and 0 LGIA topographic datasets. Best next step is a direct request to LGIA quoting node/863, asking whether the Topo50 vector falls under their CC BY 4.0 open data licence. AST (Augstsprieguma tīkls, the TSO) publishes no downloadable geometry I could find."
Lithuania,"VšĮ Statybos sektoriaus vystymo agentūra / VĮ GIS-Centras (geoportal.lt), Ministry of Agriculture",GDR50LT georeferenced spatial dataset — layer ELEKTR_L,"National 1:50,000 georeferenced dataset with a dedicated electricity transmission layer. Verbatim from the official specification: layer 'ELEKTR_L' (Section 8), object classes 'Antžeminės aukštos įtampos elektros energijos perdavimo linijos' (overhead HV transmission lines, code ie6) and 'Požeminės aukštos įtampos elektros energijos perdavimo linijos' (underground HV transmission lines, code ie7), with attribute 'ITAMPA' — 'Įtampos reikšmė kV' (voltage value in kV) as a numeric field.",35.0,"The specification states the layer covers transmission lines of 35 kV and higher, and carries a numeric ITAMPA field holding the kV value. That is a better-shaped voltage attribute than most sources in this region — a ≥50 kV filter would be a clean numeric query. This is exactly the dataset you want and exactly the one that is not published openly.",Per specification: ESRI Shapefile / geodatabase (not distributed as open data),none_found,,,Not stated for GDR50LT (the geoportal.lt open datasets that ARE published carry CC BY 4.0),"No licence statement found for GDR50LT. For contrast, the published open datasets on geoportal.lt are explicitly ""CC BY 4.0"" — e.g. GRPK at https://www.geoportal.lt/download/opendata/GRPK/GRPK_Open_SHP.zip, updated monthly by the 10th.",unclear,unknown,True,metadata_only,"The specification PDF was fetched and read this session (https://www.geoportal.lt/download/Specifikacijos/GDR50LT_specifikacija.pdf) — layer code, object classes ie6/ie7, the ITAMPA kV field and the 35 kV scope are all verbatim from it. I then fetched the full geoportal.lt open-data inventory (both the English and Lithuanian pages, 22+ datasets enumerated with direct URLs) and GDR50LT/GDR10LT are absent: 'These datasets are not listed or downloadable on this page', and no 'elektros linijos' dataset appears. Separately confirmed the negative on the open product: GRPK_Open_SHP.zip is CC BY 4.0 and monthly, but GRPK's documented content is roads, streets, railways, streams, water and building and forest and agricultural boundaries, geodetic and height points — no utility networks. So Lithuania has the best-specified electricity layer in the region behind a closed door. Worth one direct request to GIS-Centras."
Lithuania,AB Energijos skirstymo operatorius (ESO) — the national DSO,ESO elektros tinklo duomenų rinkinys (ESO electricity network dataset),"The DSO's own network. Verbatim scope from the geoportal.lt publication announcement: 'visų įtampų oro ir kabelių linijas bei transformatorines' — overhead and cable lines of ALL voltages, plus transformer substations. Refreshed daily ('atnaujinami kiekvieną dieną').",,"'Visų įtampų' — all voltages, i.e. ESO's full 0.4 kV to 110 kV estate. This is precisely the 50–110 kV sub-transmission coverage the OSM floor makes valuable, and it includes substations.",Was served as view services through geoportal.lt; now via the ESO contractors' map at maps.eso.lt,api_key_or_registration,,,Not stated,"Withdrawal notice on the geoportal.lt ESO theme page: ""nuo 2025 m. birželio 1 d. ESO tinklo geografiniai duomenys, tinklo elementų techniniai duomenys, elektros transformatorinių, linijų ir elektros spintų schemos, kabelių linijų pasai, oro linijų atramų inventoriniai apyrašai bus prieinami tik per ESO rangovų žemėlapį"" and ""nuo 2025 m. geoportal.lt prieigos terminai nepratęsiami ir nauji naudotojai neregistruojami"" — from 1 June 2025 available only via the ESO contractors' map; geoportal.lt access terms are not being renewed and new users are not being registered.",unclear,Daily refresh while published; access route changed 2025-06-01,True,metadata_only,"CORRECTS A STALE LEAD — flagging this explicitly because the optimistic version is what a search will surface first. geoportal.lt published an announcement that ESO electricity and gas data were 'now publicly available' (fetched: layers, all voltages, substations, daily updates, at https://www.geoportal.lt/geoportal/ab-energijos-skirstymo-operatorius). I then fetched the current ESO theme page and found the withdrawal notice quoted above: since 1 June 2025 access moved to the contractor-gated ESO rangovų žemėlapis at maps.eso.lt, geoportal.lt terms are not renewed, and no new users are registered. So the dataset is real, ideal in scope, and now closed to us. A residual record exists at https://data.gov.lt/datasets/3455/ ('ESO elektros tinklo duomenų rinkinys', organisation https://data.gov.lt/orgs/15/) but data.gov.lt returns HTTP 403 to every fetch I attempted, so I could not read its resources or licence — treat data.gov.lt as portal-blocked and worth a manual browser check."
Czechia,Zeměměřický úřad / ČÚZK,DATA50 — layer ElektrickeVedeni,"Digital geographic model of Czechia at 1:50,000, 69 object types across eight themes (one theme being pipelines and electrical lines). Line layer 'ElektrickeVedeni' with attributes DATA50_K (classification code) and DATA50_P (code description). Only one electricity class is captured: 'elektrické vedení velmi vysokého napětí', code 1290000. No substation layer.",,"A single categorical class, 'elektrické vedení velmi vysokého napětí' (very-high-voltage line), code 1290000 — no kV values at all. I am deliberately not converting the Czech VVN band to a kV floor here: the catalogue does not state one and the conventional band boundary is contested. Use ZABAGED's numeric NAPETI instead.",ESRI Shapefile,direct_file,https://openzu.cuzk.gov.cz/opendata/Data50/epsg-5514/data50.zip,490 MB (S-JTSK / EPSG:5514); 721 MB (ETRS89-TMzn / EPSG:3045 at https://openzu.cuzk.gov.cz/opendata/Data50/epsg-3045/data50.zip),Creative Commons CC BY 4.0,"ČÚZK DATA50 page: price ""Free""; licence ""Creative Commons CC BY 4.0"" — https://creativecommons.org/licenses/by/4.0/deed.cs. ATOM service at https://atom.cuzk.gov.cz/Data50/Data50.xml.",yes,2026-03-03,True,complements_osm,"Verified and open, but effectively redundant: same publisher and same CC BY 4.0 licence as ZABAGED, while being coarser (1:50,000 vs 1:10,000), carrying no kV values (one categorical class vs ZABAGED's numeric NAPETI) and having no substation layer. Listed for completeness and because the download is small and trivially usable for a quick sanity overlay. If you ingest one Czech source, ingest ZABAGED. Both the layer catalogue (Data50_katalog_SHP.pdf) and the dataset page with the direct ZIP URLs above were fetched this session."
